Time_s,RL_SpeedOverride,Reward,TrackingError_mm,EE_Velocity_mms,TorqueMag_Nm
8.49,0.99925571680069,-0.247304662930765,33.068500993276,261.1052274346,117.644151441467
8.52,0.99897563457489,-0.218035359650242,16.764024166998,297.684105790734,28.3849676143274
8.55,0.999039590358734,-0.243009937730706,26.737449367481,332.447506682767,28.3849676143274
8.58,0.999097526073456,0.0309638388138716,37.678962962963,364.717119849399,28.3849676143274
8.61,0.999150037765503,0.00411563167435721,49.49579605006,393.894436236567,28.3849676143274
8.64,0.999197542667389,-0.0233597997553198,62.07961848998,419.460747997334,28.3849676143274
8.67,0.999325335025787,0.0582135185370347,2.86430555187695,440.977148492033,107.107914369698
8.7,0.999359905719757,0.0301901152058744,16.6031705498271,458.0845322883,107.107914369698
8.73,0.999389111995697,0.00221563097655544,30.7179270507311,470.503595160767,107.107914369698
8.76,0.999414026737213,-0.0254146266162704,45.0588405367005,478.034834091466,107.107914369698
8.79,0.999435722827911,-0.0524302217338801,59.4755286601868,480.558547269535,107.107914369698
8.82,0.999392211437225,-0.0201178103911639,43.098423231787,478.034834091466,82.9796015212495
8.85,0.999468505382538,-0.0450820237805714,57.21353108661,470.503595160767,82.9796015212495
8.88,0.999531984329224,-0.0686151407764454,70.956067055259,458.0845322883,82.9796015212495
8.91,0.999584496021271,-0.0904782084010502,84.18538151002,440.977148492033,82.9796015212495
8.94,0.999627470970154,-0.11043309051402,96.76920394994,419.460747997334,82.9796015212495
8.97,0.999614894390106,-0.129209749965924,108.586037037037,393.894436236567,47.2094909928647
9,0.999646544456482,-0.144722618141509,119.527550632519,364.717119849399,47.2094909928647
9.03,0.999671161174774,-0.157738846964814,129.500975833002,332.447506682767,47.2094909928647
9.06,0.999689638614655,-0.168131889632834,138.431499006725,297.684105790768,47.2094909928647
9.09,0.99970269203186,-0.17580365011935,146.264655829763,261.1052274346,47.2094909928647
9.12,0.999715983867645,-0.176895680501839,152.96872532225,223.468983082898,52.2686698953619
9.15,0.999719202518463,-0.178996970129038,158.537123884591,185.613285411368,52.2686698953619
9.18,0.999717950820923,-0.191508694171245,162.99079933368,148.455848302967,52.2686698953619
9.21,0.99971216917038,-0.207001216017379,166.380624939114,112.9941868478,52.2686698953619
9.24,0.999701619148254,-0.221485856811271,168.789793459413,80.3056173432992,52.2686698953619
9.27,0.999716460704803,-0.23375111839012,170.336211178234,51.5472572940325,79.9169190930114
9.3,0.99969744682312,-0.246921348481036,171.174891940587,27.9560254117674,79.9169190930114
9.33,0.999673187732697,-0.259923689991267,171.500351189053,10.8486416155339,79.9169190930114
9.36,0.99964302778244,-0.273182851625358,171.549,1.6216270315662,79.9169190930114
9.39,0.999612331390381,-0.299367934173345,171.572698487568,3.0479926527213,79.9169190930114
9.42,0.999639570713043,-0.332269534212523,171.732409003343,20.3909896002283,50.3841204290751
